description,url,localisation,prix,agence,titre,infos
"94350 villiers sur marne - maison de 2009 - prestations de qualite - 250 m2 - efficity, lagence immobiliere qui estime votre bien en ligne, vous propose cette maison de 2009, comprenant un double sejour traversant et lumineux, une cuisine standing dinatoire equipee, 5 chambres, deux salles de bain avec baignoire balneo. sous-sol totalement amenage, comprenant un garage avec fosse garagiste et atelier, une cave a vin climatisee. possibilite de bureau ou autre pour activite liberale. la propriete comprend egalement une dependance carrelee, fermee d'une baie vitree. le tout sur un terrain de 505m2 avec un jardin paysager. - efficity sa, au capital de 270 983 - carte professionnelle t 12024 delivree par la prefecture de police de paris- siege : 100 bd du montparnasse 75014 paris- garantie financiere cegc pour un montant de 1640000,00- rcs : paris 497617746- gregory cialec, agent commercial du reseau immobilier efficity est inscrit au rsac de creteil n442 405 692 ref annonce : 16556nom du negociateur : cialecgregory honoraire a la charge de l'acquereur : 0 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/noisy-le-grand-93160/1204894507A1KIVHMN000,,595000,efficity,vente maison 7 pieces 250 m2 environ a noisy le grand (93160),"nombre de pieces : 7, surface : 250m, parking / garage, jardin / terrain, - nombre de chambre(s) : 5, - surface du terrain : 505, - terrasse, - cave"
"maison traditionnelle de 109 m2, composee au rdc d'un grand espace sejour + cuisine ouverte de 43 m2, 1 chambre, une salle d'eau + wc + cellier. a l'etage, 3 chambres avec placards et une grande salle de bains + wc. possibilite d'accoler un garage en option. maison rt 2012 equipee d'un systeme d'alarme et de telesurveillance, detecteurs de fumee et chauffage economique. garanties et assurances obligatoires incluses (voir details en agence). prix indicatif hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels.",http://www.paruvendu.fr/immobilier/vente/maison/arnouville-les-gonesse-95400/1201592666A1KIVHMN000,,295000,maisons pierre - aulnay 2,vente maison 6 pieces 109 m2 environ a arnouville les gonesse (95400),"nombre de pieces : 6, surface : 109m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4"
"maison de 82 m2 composee d'un sejour + cuisine de 38 m2, 1 chambre avec placard, une salle d'eau + wc + cellier. a l'etage, un grand palier desservant 2 chambres avec placards et un dressing. maison rt 2012 equipee de double vitrages, detecteurs de fumee et chauffage economique. garanties et assurances obligatoires incluses (voir details en agence). prix indicatif hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels.",http://www.paruvendu.fr/immobilier/vente/default/ville-00000/1201592601A1KIVHMN000,,250000,maisons pierre - aulnay 2,vente maison 5 pieces 82 m2 environ a sarcelles (95200),"nombre de pieces : 5, surface : 82m, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 220"
"cette maison des annees 1930 entierement renovee et situee sur un beau terrain de plus de 400m2, vous laisse decouvrir au rez de chaussee : une cuisine equipee, un sejour tres lumineux exposition sud, un wc separe et une suite parentale avec salle de bains. a l&039;etage deux belles chambres dont une avec un dressing amenage, vous attendent. au sous sol, vous avez : une buanderie, une piece amenagee, une salle d&039;eau avec wc et un bureau. vous pouvez rentrer au moins trois vehicules sur votre terrain. aucun travaux a prevoir, ce bien est ideal pour ceux qui souhaitent privilegier le calme et l&039;espace exterieur tout en ayant des commerces de proximite, les ecoles et les bus a 5 minutes a pied. a voir absolument! contactez votre conseiller safti : gerard kaiser, tel. : 06 63 14 64 50, e-mail : gerard.kaiser@safti.fr - agent commercial immatricule au rsac de pontoise sous le numero 799 443 544surface terrain : 403 ma2.",http://www.paruvendu.fr/immobilier/vente/maison/maison-meuliere-au-calme-sur-un-beau-terrain/1202095173A1KIVHMN000,,329000,safti,vente maison 5 pieces 90 m2 environ a herblay (95220),"nombre de pieces : 5, surface : 90m, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 403, - parking, emission de gaz a effet de serre : 43 kgeq/m2.an, consommation energetique : 220 kwh/m2 an"
"reference : rda276247maisons berval, la signature de reference en maisons individuelles depuis 1932, vous propose de faire construire cette maison de 130m2 a l'architecture moderne et epuree sur un terrain de 478m2 situe sur la commune de chennevieres sur marne.cette maison familiale dispose d'un grand espace de vie au rez-de-chaussee qui reunit le sejour / salon avec la cuisine complete d'un bureau ou d'une chambre d'amis. l'etage offre trois chambres confortables dont une suite parentale avec dressing et salle de bains privative. le tout sur une parcelle de 478m2 proche du quartier de la varenne st hilaire proche bords de marne, secteur calme et pavillonnaire.prestations de qualite (chaudiere hybride, carrelage 60x60 etc.)98% de nos clients sont satisfaits ! contactez donc rubina de abreu 06-69-07-56-07 pour faire construire a votre tour votre maison bervaln.b: le prix inclus le terrain farsi de notaire , la maison (provision frais annexes). surface habitable : 130m2. nombre de pieces : 6. nombre de chambres : 3. nos offres de terrains sont proposees en collaboration avec nos partenaires fonciers pour des maisons dans le cadre de la loi du 10/12/1990, selon disponibilite. berval avenue de la hayette 77100 mareuil-les-meaux. prix terrain seul : 350000 euros. bien en copropriete : non",http://www.paruvendu.fr/immobilier/vente/maison/chennevieres-sur-marne-94430/1205081236A1KIVHMN000,,583280,groupe mfc,vente maison 6 pieces 130 m2 environ a chennevieres-sur-marne (94430),"nombre de pieces : 6, surface : 130m, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 478"
"reference : rda276247_2maisons berval, la signature de reference en maisons individuelles depuis 1932, vous propose de faire construire cette maison de 150m2 a l'architecture moderne et epuree sur un terrain de 478m2 situe sur la commune de chennevieres sur marne.cette maison familiale dispose d'un grand espace de vie au rez-de-chaussee qui reunit le sejour / salon avec la cuisine complete d'un bureau ou d'une chambre d'amis. l'etage offre quatre chambres confortables dont une suite parentale avec dressing et salle de bains privative. le tout sur une parcelle de 478m2 proche du quartier de la varenne st hilaire proche bords de marne, secteur calme et pavillonnaire.prestations de qualite (chaudiere hybride plancher chauffant menuiserie aluminium anthracite, carrelage 60x60 etc.)98% de nos clients sont satisfaits ! contactez donc rubina de abreu 06-69-07-56-07 pour faire construire a votre tour votre maison bervaln.b: le prix inclus le terrain frais de notaire , la maison,provision frais annexes). surface habitable : 150m2. nombre de pieces : 6. nombre de chambres : 4. nos offres de terrains sont proposees en collaboration avec nos partenaires fonciers pour des maisons dans le cadre de la loi du 10/12/1990, selon disponibilite. berval avenue de la hayette 77100 mareuil-les-meaux. prix terrain seul : 350000 euros. bien en copropriete : non",http://www.paruvendu.fr/immobilier/prestige/maison/chennevieres-sur-marne-94430/1205081237A1KIVHMN000,,620500,groupe mfc,vente maison 6 pieces 150 m2 environ a chennevieres-sur-marne (94430),"nombre de pieces : 6, surface : 150m, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 478"
"maison le plessis bouchard (6 pieces) 146 m2 dans un quartier recherche du le plessis bouchard, beau pavillon de 146 m2, edifie sur un terrain de 898 m2 sans vis a vis. comprenant entree, sejour double donnant sur jardin, salle a manger, cuisine equipee, wc, buanderie, double garage. a l'etage une suite parentale avec salle de bains, trois chambres, une salle d'eau et wc. cette maison aux beaux volumes saura vous seduire. classe energie: f. contacter votre agence avis immobilier franconville : 01.34.44.12.12 honoraire a la charge de l'acquereur : non bien en copropriete : non montant moyen des charges annuelles : 90 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/vente/maison/le-plessis-bouchard-95130/1201916353A1KIVHMN000,,443000,avis immobilier franconville,vente maison 6 pieces 146 m2 environ a le plessis bouchard (95130),"nombre de pieces : 6, surface : 146m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - terrasse, - box, emission de gaz a effet de serre : 22 kgeq/m2.an, consommation energetique : 366 kwh/m2 an"
"nos honoraires : 1%, 2%, 3% !!* du cachet et un charme fou pour cette maison de 145m2 elevee sur sous sol total amenage. sur une parcelle de 1037m2 cette maison de caractere offre un vaste sejour de 50m2, une cuisine dinatoire, 3 chambres dont 1 en rez-de-jardin. buanderie, double garage. idealement situee. votre agence 123webimmo.com.",http://www.paruvendu.fr/immobilier/vente/maison/marolles-en-brie-94440/1203080164A1KIVHMN000,,381500,reseau 123webimmo.com,vente maison 5 pieces 145 m2 environ a marolles-en-brie (94440),"nombre de pieces : 5, surface : 145m, parking / garage, jardin / terrain, - nombre de chambre(s) : 2, - surface du terrain : 1037, - terrasse, emission de gaz a effet de serre : 80 kgeq/m2.an, consommation energetique : 231 kwh/m2 an"
"maison de 97 m2, composee au rdc d'un sejour + cuisine de 40 m2, une salle d'eau + wc + cellier + garage integre. a l'etage, 3 chambres et une salle de bains. maison rt 2012 a haute isolation thermique, equipee d'un systeme de detection incendie, de gestion des consommations d'energie et d'un chauffage intelligent.",http://www.paruvendu.fr/immobilier/vente/maison/ormesson-sur-marne-94490/1205061851A1KIVHMN000,,117400,maisons pierre - ormesson,vente maison 5 pieces 97 m2 environ a ormesson sur marne (94490),"nombre de pieces : 5, surface : 97m, parking / garage, - nombre de chambre(s) : 3, - box"
"maison de 97 m2, composee au rdc d'un sejour + cuisine de 40 m2, une salle d'eau + wc + cellier + garage integre. a l'etage, 3 chambres et une grande salle de bains. maison rt 2012 equipee d'un systeme d'alarme et de telesurveillance, detecteurs de fumee et chauffage economique. garanties et assurances obligatoires incluses (voir details en agence). prix indicatif hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels.",http://www.paruvendu.fr/immobilier/vente/maison/herblay-95220/1201475389A1KIVHMN000,,316071,maisons pierre - coignieres 2,vente maison 5 pieces 97 m2 environ a herblay (95220),"nombre de pieces : 5, surface : 97m, parking / garage, jardin / terrain, - nombre de chambre(s) : 3, - box"
"ideal accession a la propriete ! maison de 83 m2 composee d'un sejour + cuisine de 31 m2, une salle de bains, 1 wc et un cellier. a l'etage, 3 chambres avec placards et un dressing. maison rt 2012 equipee de double vitrages, detecteurs de fumee et chauffage economique. garanties et assurances obligatoires incluses (voir details en agence). prix indicatif hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels. les frais annexes s'elevent a environ 30210 ",http://www.paruvendu.fr/immobilier/vente/maison/sarcelles-95200/1201592760A1KIVHMN000,,225600,maisons pierre - aulnay 2,vente maison 5 pieces 83 m2 environ a sarcelles (95200),"nombre de pieces : 5, surface : 83m, jardin / terrain, - nombre de chambre(s) : 3"
"reference : gb280005guillaume bordes au 0616592389. grande superficie pour cette maison traditionnelle en ""l"" comprenant 1 cuisine ouverte sur salon-sejour lumineux, 1 cellier, 2 salles de bains, dressing, 2 wc, 4 chambres. prestations soignees (construction en briques, enduit gratte, petites tuiles plates...) plans modifiables en agence. sur un terrain de 500m2 idealement situe a marolles en brie. contactez guillaume bordes au 0616592389 surface habitable : 117m2. nombre de pieces : 6. nombre de chambres : 4. nos offres de terrains sont proposees en collaboration avec nos partenaires fonciers pour des maisons dans le cadre de la loi du 10/12/1990, selon disponibilite. maisons france confort 8 rue du general de gaulle 94510 la queue-en-brie. prix terrain seul : 205000 euros. bien en copropriete : non",http://www.paruvendu.fr/immobilier/vente/default/ville-00000/1205252776A1KIVHMN000,,399900,maisons france confort,vente maison 6 pieces 117 m2 environ a marolles-en-brie (94440),"nombre de pieces : 6, surface : 117m, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 500"
"reference : gb280005_3guillaume bordes au 0616592389. grande superficie pour cette maison a combles en ""l"" comprenant 1 cuisine ouverte sur salon-sejour lumineux, 1 cellier, 2 salles de bains, 2 wc, 4 chambres et un double garage. prestations soignees (construction en briques, enduit gratte, petites tuiles plates...) plans modifiables en agence. sur un terrain de 500m2 idealement situe a marolles en brie. contactez guillaume bordes au 0616592389 surface habitable : 116m2. nombre de pieces : 6. nombre de chambres : 4. nos offres de terrains sont proposees en collaboration avec nos partenaires fonciers pour des maisons dans le cadre de la loi du 10/12/1990, selon disponibilite. maisons france confort 8 rue du general de gaulle 94510 la queue-en-brie. prix terrain seul : 205000 euros. bien en copropriete : non",http://www.paruvendu.fr/immobilier/vente/default/ville-00000/1205252778A1KIVHMN000,,394900,maisons france confort,vente maison 6 pieces 116 m2 environ a marolles-en-brie (94440),"nombre de pieces : 6, surface : 116m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 500, - box"
